0	100	0.81968
0	200	0.8999
0	300	0.78707
0	400	0.86925
0	500	0.82639
0	600	0.86284
0	700	0.76539
0	800	0.77402
0	900	0.83129
0	1000	0.79963
0	1100	0.7754
0	1200	0.7718
0	1300	0.69709
0	1400	0.78957
0	1500	0.65641
0	1600	0.77968
0	1700	0.83354
0	1800	0.83978
0	1900	0.79324
0	2000	0.71806
0	2100	0.76997
0	2200	0.28581
0	2300	0.69048
0	2400	0.41693
0	2500	0.91448
0	2600	0.73292
0	2700	0.84746
0	2800	0.55013
0	2900	0.68427
0	3000	0.8101
0	3100	0.58816
0	3200	0.8188
0	3300	0.49389
0	3400	0.29596
0	3500	0.74902
0	3600	0.70683
0	3700	0.69797
0	3800	0.77199
0	3900	0.59848
0	4000	0.76976
0	4100	0.7043
100	200	0.80008
100	300	0.7049
100	400	0.79589
100	500	0.77834
100	600	0.79212
100	700	0.73477
100	800	0.77981
100	900	0.78703
100	1000	0.75557
100	1100	0.72807
100	1200	0.75535
100	1300	0.65235
100	1400	0.70452
100	1500	0.59249
100	1600	0.70603
100	1700	0.74372
100	1800	0.74223
100	1900	0.71179
100	2000	0.64337
100	2100	0.68951
100	2200	0.28656
100	2300	0.69127
100	2400	0.41189
100	2500	0.83125
100	2600	0.68068
100	2700	0.80369
100	2800	0.5215
100	2900	0.62139
100	3000	0.72585
100	3100	0.56897
100	3200	0.77231
100	3300	0.46082
100	3400	0.32093
100	3500	0.72184
100	3600	0.66719
100	3700	0.62152
100	3800	0.7267
100	3900	0.56859
100	4000	0.76379
100	4100	0.69099
200	300	0.79376
200	400	0.83798
200	500	0.78646
200	600	0.81109
200	700	0.76492
200	800	0.74301
200	900	0.79736
200	1000	0.75193
200	1100	0.75467
200	1200	0.7618
200	1300	0.69344
200	1400	0.78047
200	1500	0.63931
200	1600	0.74729
200	1700	0.8138
200	1800	0.80664
200	1900	0.80504
200	2000	0.71721
200	2100	0.75553
200	2200	0.29396
200	2300	0.67958
200	2400	0.3987
200	2500	0.87712
200	2600	0.70702
200	2700	0.81538
200	2800	0.55689
